,author1,author2
3195,李贵才,尹小玲
3196,李贵才,徐丽
3197,尹小玲,徐丽
3198,赵民,雷诚
3199,宁越敏,张凡
3200,洪亮平,程望杰
3201,魏广君,董伟
3202,魏广君,孙晖
3203,董伟,孙晖
3204,马晓亚,袁奇峰
3205,万艳华,汪军
3206,万艳华,卢彧
3207,万艳华,余思雨
3208,万艳华,程晓夏
3209,汪军,卢彧
3210,汪军,余思雨
3211,汪军,程晓夏
3212,卢彧,余思雨
3213,卢彧,程晓夏
3214,余思雨,程晓夏
3215,李百浩,邹涵
3216,陈蔚镇,朱俊
3217,陈蔚镇,樊正球
3218,陈蔚镇,陈兴龙
3219,陈蔚镇,范谦
3220,朱俊,樊正球
3221,朱俊,陈兴龙
3222,朱俊,范谦
3223,樊正球,陈兴龙
3224,樊正球,范谦
3225,陈兴龙,范谦
3226,马力,王德
3227,王颖,孙斌栋
3228,王颖,乔森
3229,王颖,周洪涛
3230,孙斌栋,乔森
3231,孙斌栋,周洪涛
3232,乔森,周洪涛
3233,何为,黄贤金
3234,张京祥,王旭
3235,牛强,宋小冬
3236,李郇,殷江滨
3237,袁媛,邓宇
3238,袁媛,于立
3239,袁媛,张晓丽
3240,邓宇,于立
3241,邓宇,张晓丽
3242,于立,张晓丽
3243,张磊,王紫辰
3244,扈万泰,Peter Calthorpe
3245,郭思维,李桂文
3246,郭思维,俞滨洋
3247,李桂文,俞滨洋
3248,冯晓星,尹莹
3249,陈蔚镇,蔡文婷
3250,熊鲁霞,黄吉铭
3251,王法成,范颖
3252,王法成,余颖
3253,范颖,余颖
3254,顾浩,陈勇
3255,陶伟,蒋伟
3256,赵民,郝晋伟
3257,王凯,徐辉
3258,王世福,赵渺希
3259,沈清基,方芳
3260,吴伟,杨继梅
3261,盛洪涛,汪云
3262,杨忠伟,徐勇
3263,黄建中,刘媛
3264,黄建中,桑劲
3265,刘媛,桑劲
3266,孙超,王波
3267,孙超,张云龙
3268,孙超,徐建闽
3269,王波,张云龙
3270,王波,徐建闽
3271,张云龙,徐建闽
3272,邓一凌,过秀成
3273,邓一凌,严亚丹
3274,邓一凌,窦雪萍
3275,邓一凌,费跃
3276,过秀成,严亚丹
3277,过秀成,窦雪萍
3278,过秀成,费跃
3279,严亚丹,窦雪萍
3280,严亚丹,费跃
3281,窦雪萍,费跃
3282,胡晶,张国华
3283,胡晶,黄珂
3284,胡晶,王金秋
3285,张国华,黄珂
3286,张国华,王金秋
3287,黄珂,王金秋
3288,黄宁,徐志红
3289,黄宁,徐莎莎
3290,徐志红,徐莎莎
3291,刘晓星,陈易
3292,余庄,张辉
3293,陈明,王凯
3294,顾朝林,刘宛
3295,顾朝林,郭婧
3296,顾朝林,俞滨洋
3297,顾朝林,于亚滨
3298,刘宛,郭婧
3299,刘宛,俞滨洋
3300,刘宛,于亚滨
3301,郭婧,俞滨洋
3302,郭婧,于亚滨
3303,俞滨洋,于亚滨
3304,黄亚平,林小如
3305,马健,张立
3306,马健,赵民
3307,张立,赵民
3308,刘保奎,冯长春
3309,许世光,魏立华
3310,张雪松,周熔
3311,张雪松,张虹
3312,周熔,张虹
3313,莫文竞,夏南凯
3314,涂志华,王兴平
3315,方豪杰,周玉斌
3316,方豪杰,王婷
3317,方豪杰,邹为
3318,周玉斌,王婷
3319,周玉斌,邹为
3320,王婷,邹为
3321,吴承照,王婧
3322,李和平,薛威
3323,周向频,陈喆华
3324,汪劲柏,赵民
3325,沈兵明,吴新宇
3326,贺传皎,王旭
3327,贺传皎,邹兵
3328,王旭,邹兵
3329,叶玉瑶,张虹鸥
3330,叶玉瑶,许学强
3331,叶玉瑶,吴旗韬
3332,张虹鸥,许学强
3333,张虹鸥,吴旗韬
3334,许学强,吴旗韬
3335,车乐,邓小兵
3336,颜文涛,萧敬豪
3337,颜文涛,胡海
3338,颜文涛,邹锦
3339,萧敬豪,胡海
3340,萧敬豪,邹锦
3341,胡海,邹锦
3342,陈蔚镇,刘滨谊
3343,陈蔚镇,黄筱敏
3344,刘滨谊,黄筱敏
3345,朱玮,庞宇琦
3346,朱玮,王德
3347,朱玮,余雄伟
3348,庞宇琦,王德
3349,庞宇琦,余雄伟
3350,王德,余雄伟
3351,史源,任超
3352,史源,吴恩融
3353,任超,吴恩融
3354,王骏,夏南凯
3355,王骏,刘斯捷
3356,王骏,陈晶莹
3357,夏南凯,刘斯捷
3358,夏南凯,陈晶莹
3359,刘斯捷,陈晶莹
3360,李浩,王婷琳
3361,沈清基,张鑫
3362,沈清基,周原田
3363,张鑫,周原田
3364,杨廉,袁奇峰
3365,程慧,刘玉亭
3366,程慧,何深静
3367,刘玉亭,何深静
3368,顿明明,赵民
3369,陈燕萍,张艳
3370,陈燕萍,金鑫
3371,陈燕萍,胡乃彦
3372,张艳,金鑫
3373,张艳,胡乃彦
3374,金鑫,胡乃彦
3375,蒋勇,刘利
3376,蒋勇,何波
3377,刘利,何波
3378,邓小兵,车乐
3379,官卫华,林小虎
3380,陈泳,何宁
3381,赵华勤,张如林
3382,赵华勤,杨晓光
3383,赵华勤,周焱
3384,张如林,杨晓光
3385,张如林,周焱
3386,杨晓光,周焱
3387,扈万泰,严爱琼
3388,方伟,赵民
3389,马海涛,方创琳
3390,马海涛,王少剑
3391,方创琳,王少剑
3392,彭芳乐,赵景伟
3393,彭芳乐,柳昆
3394,彭芳乐,李佳川
3395,赵景伟,柳昆
3396,赵景伟,李佳川
3397,柳昆,李佳川
3398,牛强,宋小冬
3399,牛强,周婕
3400,宋小冬,周婕
3401,黄立,李百浩
3402,黄立,孙应丹
3403,李百浩,孙应丹
3404,周珂慧,姜劲松
3405,顾绯,刘睿
3406,曹康,刘昭
3407,袁红,赵世晨
3408,袁红,戴志中
3409,赵世晨,戴志中
3410,赵民,陈晨
3411,赵民,郁海文
3412,陈晨,郁海文
3413,尹宏玲,徐腾
3414,单卓然,黄亚平
3415,包存宽,林健枝
3416,包存宽,陈永勤
3417,包存宽,李天威
3418,林健枝,陈永勤
3419,林健枝,李天威
3420,陈永勤,李天威
3421,冯叙,刘国平
3422,冯叙,张云
3423,冯叙,王伯伟
3424,刘国平,张云
3425,刘国平,王伯伟
3426,张云,王伯伟
3427,杨东峰,殷成志
3428,栾志理,朴锺澈
3429,华晨,洪祎丹
3430,华晨,王颖芳
3431,华晨,张彦芝
3432,华晨,鲁志华
3433,洪祎丹,王颖芳
3434,洪祎丹,张彦芝
3435,洪祎丹,鲁志华
3436,王颖芳,张彦芝
3437,王颖芳,鲁志华
3438,张彦芝,鲁志华
3439,卢涛,华华
3440,孙斌栋,涂婷
3441,孙斌栋,石巍
3442,孙斌栋,郭研苓
3443,涂婷,石巍
3444,涂婷,郭研苓
3445,石巍,郭研苓
3446,栾峰,王怀
3447,栾峰,安悦
3448,王怀,安悦
3449,王德,段文婷
3450,王德,马林志
3451,段文婷,马林志
3452,唐伟成,罗震东
3453,唐伟成,耿磊
3454,罗震东,耿磊
3455,李继军,王正海
3456,赵晨,申明锐
3457,赵晨,张京祥
3458,申明锐,张京祥
3459,彭震伟,王云才
3460,彭震伟,高璟
3461,王云才,高璟
3462,孙艺冰,张玉坤
3463,杨新海,洪亘伟
3464,杨新海,赵剑锋
3465,洪亘伟,赵剑锋
3466,张远,周宏文
3467,张远,罗灵军
3468,周宏文,罗灵军
3469,Chris Webster,唐韵雯
3470,Chris Webster,汪轶溟
3471,唐韵雯,汪轶溟
3472,孙建欣,林永新
3473,买静,张京祥
3474,许凯,Klaus Semsroth
3475,文超祥,马武定
3476,赵蔚,汪军
3477,金云峰,周聪惠
3478,冯萤雪,李桂文
3479,李广斌,王勇
3480,李广斌,袁中金
3481,王勇,袁中金
3482,张艳,赵民
3483,黄慧明,田银生
3484,黄慧明,陈虹
3485,田银生,陈虹
3486,钮心毅,李凯克
3487,张萍,张玉鑫
3488,张振广,张尚武
3489,潘悦,洪亮平
3490,黄明华,王阳
3491,杨东峰,熊国平
3492,杨东峰,王静文
3493,熊国平,王静文
3494,李晨,姚文琪
3495,李晨,程龙
3496,李晨,郭晓建
3497,姚文琪,程龙
3498,姚文琪,郭晓建
3499,程龙,郭晓建
3500,耿健,张兵
3501,耿健,王宏远
3502,张兵,王宏远
3503,王鹰翅,田山川
3504,王鹰翅,胡峰
3505,王鹰翅,李晓军
3506,田山川,胡峰
3507,田山川,李晓军
3508,胡峰,李晓军
3509,戴慎志,刘婷婷
3510,卢济威,杨春侠
3511,卢济威,耿慧志
3512,杨春侠,耿慧志
3513,郝晋伟,赵民
3514,陈家祥,王兴平
3515,冯立,唐子来
3516,田莉,梁印龙
3517,胥明明,杨保军
3518,丁国胜,蔡娟
3519,谢波,周婕
3520,赖寿华,黄慧明
3521,赖寿华,陈嘉平
3522,赖寿华,陈晓明
3523,黄慧明,陈嘉平
3524,黄慧明,陈晓明
3525,陈嘉平,陈晓明
3526,宋博,陈晨
3527,关于,阳建强
3528,刘奇志,罗巧灵
3529,杨俊宴,潘奕巍
3530,杨俊宴,史北祥
3531,潘奕巍,史北祥
3532,陶小马,陈旭
3533,郑德高,闫岩
3534,郑德高,朱郁郁
3535,闫岩,朱郁郁
3536,王利伟,赵明
3537,周剑云,戚冬瑾
3538,占思思,盛鸣
3539,占思思,樊华
3540,盛鸣,樊华
3541,王成芳,孙一民
3542,于一凡,李继军
3543,戴德胜,姚迪
3544,戴德胜,段进
3545,姚迪,段进
3546,陈浩,孙娟
3547,郭建,孙惠莲
3548,阮仪三,袁菲
3549,阮仪三,肖建莉
3550,袁菲,肖建莉
3551,扈万泰,付帅
3552,朱介鸣,郭炎
3553,夏南凯,程上
3554,赵渺希,魏冀明
3555,赵渺希,吴康
3556,魏冀明,吴康
3557,朱查松,王德
3558,朱查松,赵倩
3559,朱查松,许尊
3560,朱查松,陆锡明
3561,王德,赵倩
3562,王德,许尊
3563,王德,陆锡明
3564,赵倩,许尊
3565,赵倩,陆锡明
3566,许尊,陆锡明
3567,何舟,宋杰洁
3568,何舟,孙斌栋
3569,宋杰洁,孙斌栋
3570,许凯,Klaus Semsroth
3571,饶传坤,李军洪
3572,饶传坤,侯建辉
3573,饶传坤,陈丽
3574,饶传坤,周舟
3575,饶传坤,任艳
3576,李军洪,侯建辉
3577,李军洪,陈丽
3578,李军洪,周舟
3579,李军洪,任艳
3580,侯建辉,陈丽
3581,侯建辉,周舟
3582,侯建辉,任艳
3583,陈丽,周舟
3584,陈丽,任艳
3585,周舟,任艳
3586,万励,金鹰
3587,盛洪涛,殷毅
3588,盛洪涛,陈伟
3589,盛洪涛,彭阳
3590,殷毅,陈伟
3591,殷毅,彭阳
3592,陈伟,彭阳
3593,刘迪,孙娟
3594,刘迪,刘璟
3595,孙娟,刘璟
3596,金云峰,王小烨
3597,李晓江,尹强
3598,李晓江,张娟
3599,李晓江,张永波
3600,李晓江,桂萍
3601,李晓江,张峰
3602,尹强,张娟
3603,尹强,张永波
3604,尹强,桂萍
3605,尹强,张峰
3606,张娟,张永波
3607,张娟,桂萍
3608,张娟,张峰
3609,张永波,桂萍
3610,张永波,张峰
3611,桂萍,张峰
3612,唐子来,李涛
3613,王世福,刘铮
3614,王世福,赵渺希
3615,王世福,邓昭华
3616,刘铮,赵渺希
3617,刘铮,邓昭华
3618,赵渺希,邓昭华
3619,郑德高,孙娟
3620,杨俊宴,史宜
3621,王国恩,汪文婷
3622,王国恩,周恒
3623,汪文婷,周恒
3624,魏宗财,陈婷婷
3625,魏宗财,甄峰
3626,魏宗财,王波
3627,陈婷婷,甄峰
3628,陈婷婷,王波
3629,甄峰,王波
3630,郁海文,陈晨
3631,郁海文,赵民
3632,陈晨,赵民
3633,伍敏,杨一帆
3634,伍敏,肖礼军
3635,杨一帆,肖礼军
3636,吴志强,刘朝晖
3637,鲁晓军,孙明芳
3638,张兵,林永新
3639,张兵,刘宛
3640,张兵,孙建欣
3641,林永新,刘宛
3642,林永新,孙建欣
3643,刘宛,孙建欣
3644,顾竹屹,赵民
3645,顾竹屹,张捷
3646,赵民,张捷
3647,黄金川,刘倩倩
3648,黄金川,陈明
3649,刘倩倩,陈明
3650,王磊,沈建法
3651,任超,袁超
3652,任超,何正军
3653,任超,吴恩融
3654,袁超,何正军
3655,袁超,吴恩融
3656,何正军,吴恩融
3657,杨沛儒,权纪戈
3658,李雪松,陈宏
3659,李雪松,张苏利
3660,陈宏,张苏利
3661,黄建中,余波
3662,何依,邓巍
3663,程国辉,施莉
3664,程国辉,黄洁
3665,施莉,黄洁
3666,徐磊青,康琦
3667,张译丹,王兴平
3668,张译丹,胡幸
3669,王兴平,胡幸
3670,赵民,李峰清
3671,赵民,徐素
3672,李峰清,徐素
3673,宋小冬,罗智丰
3674,杨俊宴,钱舒皓
3675,朱查松,王德
3676,朱查松,罗震东
3677,王德,罗震东
3678,王兰,王灿
3679,王兰,陈晨
3680,王兰,顾浩
3681,王灿,陈晨
3682,王灿,顾浩
3683,陈晨,顾浩
3684,唐伟成,彭震伟
3685,唐伟成,陈浩
3686,彭震伟,陈浩
3687,刘海涛,吴志强
3688,董洁霜,范炳全
3689,李建华,王嘉
3690,周锐,王新军
3691,周锐,苏海龙
3692,周锐,钱欣
3693,周锐,孙冰
3694,王新军,苏海龙
3695,王新军,钱欣
3696,王新军,孙冰
3697,苏海龙,钱欣
3698,苏海龙,孙冰
3699,钱欣,孙冰
3700,赵烨,王建国
3701,刘曦婷,周向频
3702,尹泽凯,张玉坤
3703,尹泽凯,谭立峰
3704,张玉坤,谭立峰
3705,吴志强,柏旸
3706,李彤玥,牛品一
3707,李彤玥,顾朝林
3708,牛品一,顾朝林
3709,肖扬,Alain Chiaradia
3710,肖扬,宋小冬
3711,Alain Chiaradia,宋小冬
3712,郑俊,袁锦富
3713,郑俊,赵毅
3714,袁锦富,赵毅
3715,单卓然,黄亚平
3716,单卓然,张衔春
3717,黄亚平,张衔春
3718,陈映雪,甄峰
3719,汪鑫,罗震东
3720,汪鑫,朱查松
3721,汪鑫,曹子威
3722,罗震东,朱查松
3723,罗震东,曹子威
3724,朱查松,曹子威
3725,杨东峰,孙娜
3726,刘冰,颜淋丽
3727,刘冰,张涵双
3728,刘冰,王志玮
3729,刘冰,何兆阳
3730,颜淋丽,张涵双
3731,颜淋丽,王志玮
3732,颜淋丽,何兆阳
3733,张涵双,王志玮
3734,张涵双,何兆阳
3735,王志玮,何兆阳
3736,王向东,刘卫东
3737,魏旭红,孙斌栋
3738,黄经南,杜碧川
3739,黄经南,王国恩
3740,杜碧川,王国恩
3741,侯璐璐,刘云刚
3742,方创琳,张永姣
3743,许凯,孙彤宇
3744,詹运洲,吴芳芳
3745,朱菁,高鹏华
3746,朱菁,吴潇
3747,朱菁,刘科伟
3748,高鹏华,吴潇
3749,高鹏华,刘科伟
3750,吴潇,刘科伟
3751,钮心毅,丁亮
3752,钮心毅,宋小冬
3753,丁亮,宋小冬
3754,吴启焰,罗艳
3755,孙娟,郑德高
3756,孙娟,马璇
3757,郑德高,马璇
3758,周均清,徐利权
3759,周均清,何伯涛
3760,徐利权,何伯涛
3761,苏文松,徐振强
3762,苏文松,谢伊羚
3763,徐振强,谢伊羚
3764,耿慧志,张乐
3765,耿慧志,杨春侠
3766,张乐,杨春侠
3767,何依,邓巍
3768,龙瀛,吴康
3769,龙瀛,王江浩
3770,龙瀛,刘行健
3771,吴康,王江浩
3772,吴康,刘行健
3773,王江浩,刘行健
3774,唐子来,李粲
3775,唐子来,肖扬
3776,唐子来,李涛
3777,唐子来,黎智枫
3778,李粲,肖扬
3779,李粲,李涛
3780,李粲,黎智枫
3781,肖扬,李涛
3782,肖扬,黎智枫
3783,李涛,黎智枫
3784,林坚,陈诗弘
3785,林坚,许超诣
3786,林坚,王纯
3787,陈诗弘,许超诣
3788,陈诗弘,王纯
3789,许超诣,王纯
3790,林坚,汤晓旭
3791,林坚,黄斐玫
3792,林坚,苗春蕾
3793,汤晓旭,黄斐玫
3794,汤晓旭,苗春蕾
3795,黄斐玫,苗春蕾
3796,吴志强,杨秀
3797,吴志强,刘伟
3798,杨秀,刘伟
3799,杨保军,陈鹏
3800,孙施文,周宇
3801,袁媛,陈金城
3802,周俭,钟晓华
3803,吴纳维,张悦
3804,吴纳维,王月波
3805,张悦,王月波
3806,袁青,王翼飞
3807,俞孔坚,许涛
3808,俞孔坚,李迪华
3809,俞孔坚,王春连
3810,许涛,李迪华
3811,许涛,王春连
3812,李迪华,王春连
3813,彭翀,袁敏航
3814,彭翀,顾朝林
3815,彭翀,彭仲仁
3816,袁敏航,顾朝林
3817,袁敏航,彭仲仁
3818,顾朝林,彭仲仁
3819,龙瀛,韩昊英
3820,龙瀛,赖世刚
3821,韩昊英,赖世刚
3822,魏琰,杨豪中
3823,邹涵,李百浩
3824,邹涵,薛求理
3825,李百浩,薛求理
3826,杨保军,陈怡星
3827,杨保军,吕晓蓓
3828,杨保军,朱郁郁
3829,陈怡星,吕晓蓓
3830,陈怡星,朱郁郁
3831,吕晓蓓,朱郁郁
3832,郭锐,樊杰
3833,吴志强,陆天赞
3834,王德,刘振宇
3835,王德,武敏
3836,王德,宋小冬
3837,王德,罗智丰
3838,王德,张开翼
3839,王德,王昊阳
3840,王德,张利君
3841,刘振宇,武敏
3842,刘振宇,宋小冬
3843,刘振宇,罗智丰
3844,刘振宇,张开翼
3845,刘振宇,王昊阳
3846,刘振宇,张利君
3847,武敏,宋小冬
3848,武敏,罗智丰
3849,武敏,张开翼
3850,武敏,王昊阳
3851,武敏,张利君
3852,宋小冬,罗智丰
3853,宋小冬,张开翼
3854,宋小冬,王昊阳
3855,宋小冬,张利君
3856,罗智丰,张开翼
3857,罗智丰,王昊阳
3858,罗智丰,张利君
3859,张开翼,王昊阳
3860,张开翼,张利君
3861,王昊阳,张利君
3862,唐子来,顾姝
3863,段进,章国琴
3864,乔路,李京生
3865,唐洁,康璇
3866,唐洁,陈睿
3867,唐洁,顾纬洲
3868,康璇,陈睿
3869,康璇,顾纬洲
3870,陈睿,顾纬洲
3871,黄建中,吴萌
3872,潘斌,彭震伟
3873,黄怡,吴长福
3874,黄怡,谢振宇
3875,吴长福,谢振宇
3876,谢英挺,王伟
3877,王世福,沈爽婷
3878,周岚,何流
3879,王云才,吕东
3880,王云才,彭震伟
3881,王云才,高璟
3882,吕东,彭震伟
3883,吕东,高璟
3884,彭震伟,高璟
3885,王伟强,李建
3886,王伟强,岳雨峰
3887,李建,岳雨峰
3888,王德,王灿
3889,王德,谢栋灿
3890,王德,钟炜菁
3891,王德,武敏
3892,王德,朱玮
3893,王德,周江评
3894,王德,李渊
3895,王灿,谢栋灿
3896,王灿,钟炜菁
3897,王灿,武敏
3898,王灿,朱玮
3899,王灿,周江评
3900,王灿,李渊
3901,谢栋灿,钟炜菁
3902,谢栋灿,武敏
3903,谢栋灿,朱玮
3904,谢栋灿,周江评
3905,谢栋灿,李渊
3906,钟炜菁,武敏
3907,钟炜菁,朱玮
3908,钟炜菁,周江评
3909,钟炜菁,李渊
3910,武敏,朱玮
3911,武敏,周江评
3912,武敏,李渊
3913,朱玮,周江评
3914,朱玮,李渊
3915,周江评,李渊
3916,柴彦威,张雪
3917,柴彦威,孙道胜
3918,张雪,孙道胜
3919,龙瀛,孙立君
3920,龙瀛,陶遂
3921,孙立君,陶遂
3922,郑德高,陈勇
3923,郑德高,季辰晔
3924,陈勇,季辰晔
3925,陈小鸿,叶建红
3926,陈小鸿,张华
3927,陈小鸿,吴娇蓉
3928,叶建红,张华
3929,叶建红,吴娇蓉
3930,张华,吴娇蓉
3931,王咏笑,敬东
3932,王咏笑,袁樵
3933,敬东,袁樵
3934,孙斌栋,胥建华
3935,袁奇峰,陈世栋
3936,赖寿华,闫永涛
3937,赖寿华,刘冠男
3938,赖寿华,庞晓媚
3939,赖寿华,李亚洲
3940,闫永涛,刘冠男
3941,闫永涛,庞晓媚
3942,闫永涛,李亚洲
3943,刘冠男,庞晓媚
3944,刘冠男,李亚洲
3945,庞晓媚,李亚洲
3946,车乐,吴志强
3947,车乐,邓小兵
3948,吴志强,邓小兵
3949,宋小冬,沈天潭
3950,詹运洲,欧胜兰
3951,詹运洲,周文娜
3952,詹运洲,黄珏
3953,欧胜兰,周文娜
3954,欧胜兰,黄珏
3955,周文娜,黄珏
3956,匡晓明,陈君
3957,黄明华,李冠元
3958,黄明华,刘伟凯
3959,李冠元,刘伟凯
3960,魏晓芳,赵万民
3961,魏晓芳,孙爱庐
3962,魏晓芳,周琎
3963,赵万民,孙爱庐
3964,赵万民,周琎
3965,孙爱庐,周琎
3966,石飞,王炜
3967,彭坤焘,赵民
3968,罗震东,何鹤鸣
3969,罗震东,张京祥
3970,何鹤鸣,张京祥
3971,程玉鸿,朱银莲
3972,杨俊宴,吴明伟
3973,陈小鸿,黄肇义
3974,陈小鸿,汪洋
3975,黄肇义,汪洋
3976,宋伟轩,陈培阳
3977,宋伟轩,胡咏嘉
3978,陈培阳,胡咏嘉
3979,尹宏玲,吴志强
3980,官卫华,叶斌
3981,官卫华,周一鸣
3982,官卫华,王耀南
3983,叶斌,周一鸣
3984,叶斌,王耀南
3985,周一鸣,王耀南
3986,胡波,王姗
3987,胡波,喻涛
3988,王姗,喻涛
3989,宋代军,杨贵庆
3990,王德,钟炜菁
3991,王德,谢栋灿
3992,王德,叶晖
3993,钟炜菁,谢栋灿
3994,钟炜菁,叶晖
3995,谢栋灿,叶晖
3996,牛强,黄建中
3997,牛强,胡刚钰
3998,牛强,张乔
3999,牛强,柳朴
4000,黄建中,胡刚钰
4001,黄建中,张乔
4002,黄建中,柳朴
4003,胡刚钰,张乔
4004,胡刚钰,柳朴
4005,张乔,柳朴
4006,于一凡,章必成
4007,肖希,李敏
4008,李斌,王依明
4009,李斌,李雪
4010,李斌,李华
4011,王依明,李雪
4012,王依明,李华
4013,李雪,李华
4014,张尚武,晏龙旭
4015,张尚武,王德
4016,张尚武,刘振宇
4017,张尚武,陈烨
4018,晏龙旭,王德
4019,晏龙旭,刘振宇
4020,晏龙旭,陈烨
4021,王德,刘振宇
4022,王德,陈烨
4023,刘振宇,陈烨
4024,程遥,赵民
4025,李苗裔,龙瀛
4026,李箭飞,丁寿颐
4027,罗超,王国恩
4028,罗超,孙靓雯
4029,王国恩,孙靓雯
4030,周婕,罗逍
4031,周婕,谢波
4032,罗逍,谢波
4033,张杰,解扬
4034,冯东海,沈清基
4035,方可,哈思杰
4036,方可,唐梅
4037,方可,吴啸
4038,哈思杰,唐梅
4039,哈思杰,吴啸
4040,唐梅,吴啸
4041,杨俊宴,史宜
4042,李晴,田莉
4043,杨俊宴,陈雯
4044,赵景海,秦新光
4045,赵景海,宫金辉
4046,赵景海,霍宏君
4047,秦新光,宫金辉
4048,秦新光,霍宏君
4049,宫金辉,霍宏君
4050,张继飞,刘科伟
4051,张继飞,刘红光
4052,张继飞,张洁
4053,刘科伟,刘红光
4054,刘科伟,张洁
4055,刘红光,张洁
4056,王德,黄万枢
4057,赵学彬,肖彬
4058,杨靖,马进
4059,刘玉亭,何深静
4060,刘玉亭,吴缚龙
4061,何深静,吴缚龙
4062,王亚男,赵永革
4063,岑倩华,陶伟
4064,汪明峰,宁越敏
4065,汪明峰,胡萍
4066,宁越敏,胡萍
4067,黄勇,赵万民
4068,顾朝林,于涛方
4069,顾朝林,刘志虹
4070,顾朝林,解宇
4071,顾朝林,唐万杰
4072,于涛方,刘志虹
4073,于涛方,解宇
4074,于涛方,唐万杰
4075,刘志虹,解宇
4076,刘志虹,唐万杰
4077,解宇,唐万杰
4078,刘志虹,彭翀
4079,刘志虹,顾朝林
4080,彭翀,顾朝林
4081,夏海山,王凌绪
4082,夏海山,夏正伟
4083,王凌绪,夏正伟
4084,周建东,黄永高
4085,王晓俊,王建国
4086,王晖,曹康
4087,郑卫,李京生
4088,袁奇峰,马晓亚
4089,曾刚,李英戈
4090,曾刚,樊杰
4091,李英戈,樊杰
4092,阎树鑫,关也彤
4093,王登嵘,李樱
4094,王登嵘,梁婉琳
4095,王登嵘,陈仪
4096,李樱,梁婉琳
4097,李樱,陈仪
4098,梁婉琳,陈仪
4099,房庆方,蔡瀛
4100,房庆方,宋劲松
4101,房庆方,黄祖璜
4102,房庆方,罗小虹
4103,蔡瀛,宋劲松
4104,蔡瀛,黄祖璜
4105,蔡瀛,罗小虹
4106,宋劲松,黄祖璜
4107,宋劲松,罗小虹
4108,黄祖璜,罗小虹
4109,黄卓,宋劲松
4110,黄卓,杨满伦
4111,黄卓,董男
4112,宋劲松,杨满伦
4113,宋劲松,董男
4114,杨满伦,董男
4115,沈建法,冯志强
4116,沈建法,黄钧尧
4117,冯志强,黄钧尧
4118,张京祥,吴佳
4119,张京祥,殷洁
4120,吴佳,殷洁
4121,张京祥,罗震东
4122,李王鸣,王纯彬
4123,吴宝安,姚爱国
4124,周剑云,戚冬瑾
4125,朱喜钢,金俭
4126,朱喜钢,奚汀
4127,金俭,奚汀
4128,佘高红,吕斌
4129,张毅杉,夏健
4130,姚燕华,孙翔
4131,姚燕华,王朝晖
4132,姚燕华,彭冲
4133,孙翔,王朝晖
4134,孙翔,彭冲
4135,王朝晖,彭冲
4136,罗小龙,沈建法
4137,扈万泰,姜彤
4138,张文辉,张琳
4139,吴晓,吴明伟
4140,王兴平,许景
4141,朱玮,王德
4142,薛俊菲,顾朝林
4143,薛俊菲,孙加凤
4144,顾朝林,孙加凤
4145,刘玉亭,何深静
4146,刘玉亭,魏立华
4147,何深静,魏立华
4148,周剑云,戚冬瑾
4149,刘健,毛其智
4150,肖泽群,肖万春
4151,肖泽群,文建龙
4152,肖万春,文建龙
4153,李浩,邹德慈
4154,赵燕菁,庄淑亭
4155,冯健,刘玉
4156,彭海东,尹稚
4157,郑卫,李京生
4158,沈清基,吴斐琼
4159,周锐波,闫小培
4160,顾哲,夏南凯
4161,徐伟,李娟
4162,韩守庆,李诚固
4163,韩守庆,张全
4164,李诚固,张全
4165,栾峰,王忆云
4166,马万里,陈玮
4167,李玲,王钰
4168,李玲,李郇
4169,李玲,林太志
4170,王钰,李郇
4171,王钰,林太志
4172,李郇,林太志
4173,杨卡,张小林
4174,叶玉瑶,张虹鸥
4175,叶玉瑶,周春山
4176,叶玉瑶,许学强
4177,张虹鸥,周春山
4178,张虹鸥,许学强
4179,周春山,许学强
4180,李鹍,余庄
4181,于卓,吴志华
4182,于卓,许华
4183,吴志华,许华
4184,韦亚平,赵民
4185,龚清宇,王林超
4186,龚清宇,苏毅
4187,王林超,苏毅
4188,施源,周丽亚
4189,张海龙,苏自立
4190,张京祥,吴缚龙
4191,张京祥,马润潮
4192,吴缚龙,马润潮
4193,李宪坡,袁开国
4194,刘平,邓卫
4195,李军,张亚薇
4196,李晓江,张兵
4197,李晓江,束晨阳
4198,李晓江,张健
4199,张兵,束晨阳
4200,张兵,张健
4201,束晨阳,张健
4202,贾建中,刘冬梅
4203,贾建中,唐进群
4204,贾建中,吴雯
4205,贾建中,赵书艺
4206,刘冬梅,唐进群
4207,刘冬梅,吴雯
4208,刘冬梅,赵书艺
4209,唐进群,吴雯
4210,唐进群,赵书艺
4211,吴雯,赵书艺
4212,彭文高,任庆昌
4213,金广君,张昌娟
4214,吴晓,阳建强
4215,姚昭晖,顾浩
4216,姚昭晖,吴文勇
4217,顾浩,吴文勇
4218,史正涛,刘新有
4219,杨保军,董珂
4220,展二鹏,黄文亮
4221,展二鹏,吕振波
4222,黄文亮,吕振波
4223,杨卫泽,韩之俊
4224,陈蔚镇,杨学军
4225,李如生,高相铎
4226,李如生,李诚固
4227,高相铎,李诚固
4228,沈磊,赵国裕
4229,沈磊,袁栋
4230,赵国裕,袁栋
4231,陈前虎,徐鑫
4232,陈前虎,帅慧敏
4233,徐鑫,帅慧敏
4234,吴松涛,苏万庆
4235,刘鸣,马剑
