,author1,author2
1108,余颖,辜元
1109,余颖,李鹏
1110,余颖,曹力维
1111,余颖,冷炳荣
1112,辜元,李鹏
1113,辜元,曹力维
1114,辜元,冷炳荣
1115,李鹏,曹力维
1116,李鹏,冷炳荣
1117,曹力维,冷炳荣
1118,张泉,刘剑
1119,和朝东,石晓冬
1120,和朝东,赵峰
1121,和朝东,陈军
1122,和朝东,王亮
1123,石晓冬,赵峰
1124,石晓冬,陈军
1125,石晓冬,王亮
1126,赵峰,陈军
1127,赵峰,王亮
1128,陈军,王亮
1129,吴一洲,游和远
1130,吴一洲,陈前虎
1131,吴一洲,刘倩
1132,游和远,陈前虎
1133,游和远,刘倩
1134,陈前虎,刘倩
1135,段进,殷铭
1136,翁一峰,吕斌
1137,翁一峰,鲁晓军
1138,吕斌,鲁晓军
1139,葛丹东,童磊
1140,葛丹东,吴宁
1141,葛丹东,胡蕊娟
1142,童磊,吴宁
1143,童磊,胡蕊娟
1144,吴宁,胡蕊娟
1145,熊国平,潘嘉虹
1146,鲍梓婷,周剑云
1147,王浩锋,饶小军
1148,王浩锋,封晨
1149,饶小军,封晨
1150,徐冰,贺耀萱
1151,张京祥,陈浩
1152,施卫良,邹兵
1153,施卫良,金忠民
1154,施卫良,石晓冬
1155,施卫良,丁成日
1156,施卫良,王凯
1157,施卫良,赵燕菁
1158,施卫良,郑皓
1159,施卫良,林坚
1160,施卫良,石楠
1161,邹兵,金忠民
1162,邹兵,石晓冬
1163,邹兵,丁成日
1164,邹兵,王凯
1165,邹兵,赵燕菁
1166,邹兵,郑皓
1167,邹兵,林坚
1168,邹兵,石楠
1169,金忠民,石晓冬
1170,金忠民,丁成日
1171,金忠民,王凯
1172,金忠民,赵燕菁
1173,金忠民,郑皓
1174,金忠民,林坚
1175,金忠民,石楠
1176,石晓冬,丁成日
1177,石晓冬,王凯
1178,石晓冬,赵燕菁
1179,石晓冬,郑皓
1180,石晓冬,林坚
1181,石晓冬,石楠
1182,丁成日,王凯
1183,丁成日,赵燕菁
1184,丁成日,郑皓
1185,丁成日,林坚
1186,丁成日,石楠
1187,王凯,赵燕菁
1188,王凯,郑皓
1189,王凯,林坚
1190,王凯,石楠
1191,赵燕菁,郑皓
1192,赵燕菁,林坚
1193,赵燕菁,石楠
1194,郑皓,林坚
1195,郑皓,石楠
1196,林坚,石楠
1197,张尚武,李京生
1198,张尚武,郭继青
1199,张尚武,叶红
1200,张尚武,何兵
1201,张尚武,杨军
1202,张尚武,朱伟
1203,张尚武,王竹
1204,张尚武,陈雯
1205,张尚武,施通才
1206,张尚武,杨贵庆
1207,张尚武,栾峰
1208,李京生,郭继青
1209,李京生,叶红
1210,李京生,何兵
1211,李京生,杨军
1212,李京生,朱伟
1213,李京生,王竹
1214,李京生,陈雯
1215,李京生,施通才
1216,李京生,杨贵庆
1217,李京生,栾峰
1218,郭继青,叶红
1219,郭继青,何兵
1220,郭继青,杨军
1221,郭继青,朱伟
1222,郭继青,王竹
1223,郭继青,陈雯
1224,郭继青,施通才
1225,郭继青,杨贵庆
1226,郭继青,栾峰
1227,叶红,何兵
1228,叶红,杨军
1229,叶红,朱伟
1230,叶红,王竹
1231,叶红,陈雯
1232,叶红,施通才
1233,叶红,杨贵庆
1234,叶红,栾峰
1235,何兵,杨军
1236,何兵,朱伟
1237,何兵,王竹
1238,何兵,陈雯
1239,何兵,施通才
1240,何兵,杨贵庆
1241,何兵,栾峰
1242,杨军,朱伟
1243,杨军,王竹
1244,杨军,陈雯
1245,杨军,施通才
1246,杨军,杨贵庆
1247,杨军,栾峰
1248,朱伟,王竹
1249,朱伟,陈雯
1250,朱伟,施通才
1251,朱伟,杨贵庆
1252,朱伟,栾峰
1253,王竹,陈雯
1254,王竹,施通才
1255,王竹,杨贵庆
1256,王竹,栾峰
1257,陈雯,施通才
1258,陈雯,杨贵庆
1259,陈雯,栾峰
1260,施通才,杨贵庆
1261,施通才,栾峰
1262,杨贵庆,栾峰
1263,袁媛,杨贵庆
1264,袁媛,张京祥
1265,袁媛,王世福
1266,袁媛,林隽
1267,袁媛,王玉
1268,袁媛,王建军
1269,袁媛,王承慧
1270,袁媛,徐苗
1271,袁媛,王冬冬
1272,袁媛,李立勋
1273,袁媛,何子张
1274,杨贵庆,张京祥
1275,杨贵庆,王世福
1276,杨贵庆,林隽
1277,杨贵庆,王玉
1278,杨贵庆,王建军
1279,杨贵庆,王承慧
1280,杨贵庆,徐苗
1281,杨贵庆,王冬冬
1282,杨贵庆,李立勋
1283,杨贵庆,何子张
1284,张京祥,王世福
1285,张京祥,林隽
1286,张京祥,王玉
1287,张京祥,王建军
1288,张京祥,王承慧
1289,张京祥,徐苗
1290,张京祥,王冬冬
1291,张京祥,李立勋
1292,张京祥,何子张
1293,王世福,林隽
1294,王世福,王玉
1295,王世福,王建军
1296,王世福,王承慧
1297,王世福,徐苗
1298,王世福,王冬冬
1299,王世福,李立勋
1300,王世福,何子张
1301,林隽,王玉
1302,林隽,王建军
1303,林隽,王承慧
1304,林隽,徐苗
1305,林隽,王冬冬
1306,林隽,李立勋
1307,林隽,何子张
1308,王玉,王建军
1309,王玉,王承慧
1310,王玉,徐苗
1311,王玉,王冬冬
1312,王玉,李立勋
1313,王玉,何子张
1314,王建军,王承慧
1315,王建军,徐苗
1316,王建军,王冬冬
1317,王建军,李立勋
1318,王建军,何子张
1319,王承慧,徐苗
1320,王承慧,王冬冬
1321,王承慧,李立勋
1322,王承慧,何子张
1323,徐苗,王冬冬
1324,徐苗,李立勋
1325,徐苗,何子张
1326,王冬冬,李立勋
1327,王冬冬,何子张
1328,李立勋,何子张
1329,王鹏,杜竞强
1330,董宏伟,寇永霞
1331,吕晓蓓,伍炜
1332,王晶,陆化普
1333,王晶,曾坚
1334,陆化普,曾坚
1335,周庆华,白钰
1336,周庆华,杨彦龙
1337,白钰,杨彦龙
1338,黄明华,顾纲
1339,黄明华,李小龙
1340,黄明华,敬博
1341,顾纲,李小龙
1342,顾纲,敬博
1343,李小龙,敬博
1344,雷会霞,吴左宾
1345,雷会霞,高元
1346,吴左宾,高元
1347,吴左宾,周庆华
1348,吴左宾,刘业鹏
1349,周庆华,刘业鹏
1350,傅舒兰,西村幸夫
1351,门晓莹,徐苏宁
1352,马向明,吕晓蓓
1353,赵民,邵琳
1354,赵民,黎威
1355,邵琳,黎威
1356,李开猛,王锋
1357,李开猛,李晓军
1358,王锋,李晓军
1359,樊杰,曲长虹
1360,樊杰,周侃
1361,樊杰,陈东
1362,曲长虹,周侃
1363,曲长虹,陈东
1364,周侃,陈东
1365,蒋朝晖,魏维
1366,蒋朝晖,魏钢
1367,蒋朝晖,顾宗培
1368,蒋朝晖,何凌华
1369,魏维,魏钢
1370,魏维,顾宗培
1371,魏维,何凌华
1372,魏钢,顾宗培
1373,魏钢,何凌华
1374,顾宗培,何凌华
1375,杨俊宴,史宜
1376,赵民,许重光
1377,赵民,顾大松
1378,赵民,王朝晖
1379,赵民,赵燕菁
1380,许重光,顾大松
1381,许重光,王朝晖
1382,许重光,赵燕菁
1383,顾大松,王朝晖
1384,顾大松,赵燕菁
1385,王朝晖,赵燕菁
1386,张少康,温春阳
1387,张少康,房庆方
1388,张少康,杨保军
1389,张少康,许景权
1390,张少康,马向明
1391,张少康,许险峰
1392,张少康,张尚武
1393,温春阳,房庆方
1394,温春阳,杨保军
1395,温春阳,许景权
1396,温春阳,马向明
1397,温春阳,许险峰
1398,温春阳,张尚武
1399,房庆方,杨保军
1400,房庆方,许景权
1401,房庆方,马向明
1402,房庆方,许险峰
1403,房庆方,张尚武
1404,杨保军,许景权
1405,杨保军,马向明
1406,杨保军,许险峰
1407,杨保军,张尚武
1408,许景权,马向明
1409,许景权,许险峰
1410,许景权,张尚武
1411,马向明,许险峰
1412,马向明,张尚武
1413,许险峰,张尚武
1414,宋劲松,罗小虹
1415,林竹,鲍梓婷
1416,林竹,周剑云
1417,鲍梓婷,周剑云
1418,陶然,王瑞民
1419,陶然,潘瑞
1420,王瑞民,潘瑞
1421,田莉,姚之浩
1422,田莉,郭旭
1423,田莉,殷玮
1424,姚之浩,郭旭
1425,姚之浩,殷玮
1426,郭旭,殷玮
1427,申明锐,张京祥
1428,赵虎,李迎成
1429,赵虎,倪剑波
1430,李迎成,倪剑波
1431,朱江,邓木林
1432,朱江,潘安
1433,邓木林,潘安
1434,蔡吉鸿,周小龙
1435,蔡吉鸿,江篪
1436,周小龙,江篪
1437,钱紫华,易峥
1438,钱紫华,王芳
1439,易峥,王芳
1440,李响,徐先瑞
1441,李响,易虹
1442,徐先瑞,易虹
1443,孙施文,刘奇志
1444,孙施文,王富海
1445,孙施文,石楠
1446,孙施文,袁奇峰
1447,孙施文,施卫良
1448,孙施文,邹兵
1449,孙施文,王世福
1450,孙施文,段德罡
1451,孙施文,俞滨洋
1452,孙施文,黄亚平
1453,刘奇志,王富海
1454,刘奇志,石楠
1455,刘奇志,袁奇峰
1456,刘奇志,施卫良
1457,刘奇志,邹兵
1458,刘奇志,王世福
1459,刘奇志,段德罡
1460,刘奇志,俞滨洋
1461,刘奇志,黄亚平
1462,王富海,石楠
1463,王富海,袁奇峰
1464,王富海,施卫良
1465,王富海,邹兵
1466,王富海,王世福
1467,王富海,段德罡
1468,王富海,俞滨洋
1469,王富海,黄亚平
1470,石楠,袁奇峰
1471,石楠,施卫良
1472,石楠,邹兵
1473,石楠,王世福
1474,石楠,段德罡
1475,石楠,俞滨洋
1476,石楠,黄亚平
1477,袁奇峰,施卫良
1478,袁奇峰,邹兵
1479,袁奇峰,王世福
1480,袁奇峰,段德罡
1481,袁奇峰,俞滨洋
1482,袁奇峰,黄亚平
1483,施卫良,邹兵
1484,施卫良,王世福
1485,施卫良,段德罡
1486,施卫良,俞滨洋
1487,施卫良,黄亚平
1488,邹兵,王世福
1489,邹兵,段德罡
1490,邹兵,俞滨洋
1491,邹兵,黄亚平
1492,王世福,段德罡
1493,王世福,俞滨洋
1494,王世福,黄亚平
1495,段德罡,俞滨洋
1496,段德罡,黄亚平
1497,俞滨洋,黄亚平
1498,石楠,唐子来
1499,石楠,吕斌
1500,石楠,彭震伟
1501,石楠,陈沧杰
1502,石楠,袁奇峰
1503,石楠,司马晓
1504,石楠,王春
1505,石楠,叶裕民
1506,石楠,胡毅
1507,石楠,黄亚平
1508,石楠,汤放华
1509,石楠,段进
1510,唐子来,吕斌
1511,唐子来,彭震伟
1512,唐子来,陈沧杰
1513,唐子来,袁奇峰
1514,唐子来,司马晓
1515,唐子来,王春
1516,唐子来,叶裕民
1517,唐子来,胡毅
1518,唐子来,黄亚平
1519,唐子来,汤放华
1520,唐子来,段进
1521,吕斌,彭震伟
1522,吕斌,陈沧杰
1523,吕斌,袁奇峰
1524,吕斌,司马晓
1525,吕斌,王春
1526,吕斌,叶裕民
1527,吕斌,胡毅
1528,吕斌,黄亚平
1529,吕斌,汤放华
1530,吕斌,段进
1531,彭震伟,陈沧杰
1532,彭震伟,袁奇峰
1533,彭震伟,司马晓
1534,彭震伟,王春
1535,彭震伟,叶裕民
1536,彭震伟,胡毅
1537,彭震伟,黄亚平
1538,彭震伟,汤放华
1539,彭震伟,段进
1540,陈沧杰,袁奇峰
1541,陈沧杰,司马晓
1542,陈沧杰,王春
1543,陈沧杰,叶裕民
1544,陈沧杰,胡毅
1545,陈沧杰,黄亚平
1546,陈沧杰,汤放华
1547,陈沧杰,段进
1548,袁奇峰,司马晓
1549,袁奇峰,王春
1550,袁奇峰,叶裕民
1551,袁奇峰,胡毅
1552,袁奇峰,黄亚平
1553,袁奇峰,汤放华
1554,袁奇峰,段进
1555,司马晓,王春
1556,司马晓,叶裕民
1557,司马晓,胡毅
1558,司马晓,黄亚平
1559,司马晓,汤放华
1560,司马晓,段进
1561,王春,叶裕民
1562,王春,胡毅
1563,王春,黄亚平
1564,王春,汤放华
1565,王春,段进
1566,叶裕民,胡毅
1567,叶裕民,黄亚平
1568,叶裕民,汤放华
1569,叶裕民,段进
1570,胡毅,黄亚平
1571,胡毅,汤放华
1572,胡毅,段进
1573,黄亚平,汤放华
1574,黄亚平,段进
1575,汤放华,段进
1576,俞滨洋,耿毓修
1577,俞滨洋,王引
1578,俞滨洋,彭瑶玲
1579,俞滨洋,阳建强
1580,俞滨洋,林隽
1581,俞滨洋,耿虹
1582,俞滨洋,杨晓光
1583,俞滨洋,李王鸣
1584,俞滨洋,黄卫东
1585,耿毓修,王引
1586,耿毓修,彭瑶玲
1587,耿毓修,阳建强
1588,耿毓修,林隽
1589,耿毓修,耿虹
1590,耿毓修,杨晓光
1591,耿毓修,李王鸣
1592,耿毓修,黄卫东
1593,王引,彭瑶玲
1594,王引,阳建强
1595,王引,林隽
1596,王引,耿虹
1597,王引,杨晓光
1598,王引,李王鸣
1599,王引,黄卫东
1600,彭瑶玲,阳建强
1601,彭瑶玲,林隽
1602,彭瑶玲,耿虹
1603,彭瑶玲,杨晓光
1604,彭瑶玲,李王鸣
1605,彭瑶玲,黄卫东
1606,阳建强,林隽
1607,阳建强,耿虹
1608,阳建强,杨晓光
1609,阳建强,李王鸣
1610,阳建强,黄卫东
1611,林隽,耿虹
1612,林隽,杨晓光
1613,林隽,李王鸣
1614,林隽,黄卫东
1615,耿虹,杨晓光
1616,耿虹,李王鸣
1617,耿虹,黄卫东
1618,杨晓光,李王鸣
1619,杨晓光,黄卫东
1620,李王鸣,黄卫东
1621,易鑫,克里斯蒂安·施耐德
1622,程遥,赵民
1623,顾朝林,彭翀
1624,李琬,孙斌栋
1625,齐慧峰,王伟强
1626,陈建华,王国恩
1627,毛其智,龙瀛
1628,毛其智,吴康
1629,龙瀛,吴康
1630,罗震东,汪鑫
1631,罗震东,耿磊
1632,汪鑫,耿磊
1633,黄晓军,黄馨
1634,李顺成,李喜演
1635,王德,王灿
1636,王德,朱玮
1637,王德,鲁洪强
1638,王德,王召强
1639,王德,高鹏
1640,王德,刘珺
1641,王德,王安华
1642,王德,赵友功
1643,王德,李渊
1644,王灿,朱玮
1645,王灿,鲁洪强
1646,王灿,王召强
1647,王灿,高鹏
1648,王灿,刘珺
1649,王灿,王安华
1650,王灿,赵友功
1651,王灿,李渊
1652,朱玮,鲁洪强
1653,朱玮,王召强
1654,朱玮,高鹏
1655,朱玮,刘珺
1656,朱玮,王安华
1657,朱玮,赵友功
1658,朱玮,李渊
1659,鲁洪强,王召强
1660,鲁洪强,高鹏
1661,鲁洪强,刘珺
1662,鲁洪强,王安华
1663,鲁洪强,赵友功
1664,鲁洪强,李渊
1665,王召强,高鹏
1666,王召强,刘珺
1667,王召强,王安华
1668,王召强,赵友功
1669,王召强,李渊
1670,高鹏,刘珺
1671,高鹏,王安华
1672,高鹏,赵友功
1673,高鹏,李渊
1674,刘珺,王安华
1675,刘珺,赵友功
1676,刘珺,李渊
1677,王安华,赵友功
1678,王安华,李渊
1679,赵友功,李渊
1680,王宇宁,运迎霞
1681,王宇宁,郭力君
1682,运迎霞,郭力君
1683,石飞,居阳
1684,陶伟,叶颖
1685,张宇,欧名豪
1686,张宇,蔡玉军
1687,欧名豪,蔡玉军
1688,龙瀛,何永
1689,龙瀛,刘欣
1690,龙瀛,杜立群
1691,何永,刘欣
1692,何永,杜立群
1693,刘欣,杜立群
1694,赵守谅,陈婷婷
1695,魏立华,丛艳国
1696,魏立华,魏成
1697,丛艳国,魏成
1698,罗小龙,许骁
1699,林坚,黄菲
1700,林坚,赵星烁
1701,黄菲,赵星烁
1702,汤爽爽,黄贤金
1703,杨俊宴,马奔
1704,崔明,覃志豪
1705,崔明,唐冲
1706,崔明,耿杰
1707,崔明,王娜
1708,覃志豪,唐冲
1709,覃志豪,耿杰
1710,覃志豪,王娜
1711,唐冲,耿杰
1712,唐冲,王娜
1713,耿杰,王娜
1714,任洪涛,黄锡生
1715,张景奇,孙萍
1716,张景奇,孙蕊
1717,孙萍,孙蕊
1718,罗吉,黄亚平
1719,罗吉,赵丽元
1720,罗吉,陈瞻
1721,罗吉,张妮娅
1722,黄亚平,赵丽元
1723,黄亚平,陈瞻
1724,黄亚平,张妮娅
1725,赵丽元,陈瞻
1726,赵丽元,张妮娅
1727,陈瞻,张妮娅
1728,吴晓,王慧
1729,吴晓,左为
1730,王慧,左为
1731,邹军,姚秀利
1732,邹军,侯冰婕
1733,姚秀利,侯冰婕
1734,宋小冬,丁亮
1735,宋小冬,钮心毅
1736,丁亮,钮心毅
1737,陈浩,张京祥
1738,陈浩,林存松
1739,张京祥,林存松
1740,黄亚平,单卓然
1741,金广君,蔡瑞定
1742,金广君,金敬思
1743,蔡瑞定,金敬思
1744,耿虹,罗毅
1745,饶传坤,陈巍
1746,李建伟,刘科伟
1747,李建伟,刘林
1748,刘科伟,刘林
1749,王春兰,杨上广
1750,鲁晓军,门坤玲
1751,鲁晓军,翁一峰
1752,门坤玲,翁一峰
1753,李玉涛,周江评
1754,贺松,陶杰
1755,张晓军,赵虎
1756,张晓军,徐匆匆
1757,赵虎,徐匆匆
1758,张其邦,文超祥
1759,张其邦,马武定
1760,文超祥,马武定
1761,吕晓,黄贤金
1762,吕晓,张全景
1763,黄贤金,张全景
1764,冯雨峰,黄扬飞
1765,黄亚平,刘凌云
1766,焦朋朋,陈帅
1767,焦朋朋,王红霖
1768,陈帅,王红霖
1769,韦飚,戴哲敏
1770,王纪武,邵雨莲
1771,王慧,吴晓
1772,王慧,强欢欢
1773,吴晓,强欢欢
1774,于文悫,顾新
1775,李和平,薛威
1776,方家,吴承照
1777,曹曙,翁一峰
1778,许辉,杨洁明
1779,许辉,罗奎
1780,许辉,陶慧
1781,杨洁明,罗奎
1782,杨洁明,陶慧
1783,罗奎,陶慧
1784,丁川,吴纲立
1785,丁川,林姚宇
1786,吴纲立,林姚宇
1787,袁媛,韩焱
1788,袁媛,张志君
1789,袁媛,柳意云
1790,韩焱,张志君
1791,韩焱,柳意云
1792,张志君,柳意云
1793,袁艳华,徐建刚
1794,武廷海,张能
1795,俞孔坚,李迪华
1796,俞孔坚,袁弘
1797,俞孔坚,傅微
1798,俞孔坚,乔青
1799,俞孔坚,王思思
1800,李迪华,袁弘
1801,李迪华,傅微
1802,李迪华,乔青
1803,李迪华,王思思
1804,袁弘,傅微
1805,袁弘,乔青
1806,袁弘,王思思
1807,傅微,乔青
1808,傅微,王思思
1809,乔青,王思思
1810,吴健生,郎琨
1811,吴健生,彭建
1812,吴健生,黄秀兰
1813,郎琨,彭建
1814,郎琨,黄秀兰
1815,彭建,黄秀兰
1816,张军民,侯艳玉
1817,张军民,徐腾
1818,侯艳玉,徐腾
1819,唐静,耿慧志
1820,郑卫,石坚
1821,郑卫,欧阳丽
1822,石坚,欧阳丽
1823,姜允芳,石铁矛
1824,姜允芳,赵淑红
1825,石铁矛,赵淑红
1826,崔翀,古海波
1827,崔翀,严丽平
1828,古海波,严丽平
1829,赵民,游猎
1830,赵民,陈晨
1831,游猎,陈晨
1832,丁志刚,孙经纬
1833,曹广忠,耿宏兵
1834,曹广忠,朱冀宇
1835,耿宏兵,朱冀宇
1836,刘剑,孙华灿
1837,韦胜,张小辉
1838,索超,张浩
1839,赵倩,陈国伟
1840,段进,季松
1841,陈天,臧鑫宇
1842,陈天,王峤
1843,臧鑫宇,王峤
1844,李浩,胡文娜
1845,黄慧明,田银生
1846,钟晓华,寇怀云
1847,陈怡竹,许文胜
1848,陈怡竹,胡庆平
1849,许文胜,胡庆平
1850,辛飞,吕斌
1851,李和平,肖竞
1852,李和平,周晓宇
1853,肖竞,周晓宇
1854,顾朝林,田莉
1855,顾朝林,王世福
1856,顾朝林,周恺
1857,顾朝林,黄亚平
1858,田莉,王世福
1859,田莉,周恺
1860,田莉,黄亚平
1861,王世福,周恺
1862,王世福,黄亚平
1863,周恺,黄亚平
1864,左为,吴晓
1865,左为,汤林浩
1866,吴晓,汤林浩
1867,孙斌栋,王旭辉
1868,孙斌栋,蔡寅寅
1869,王旭辉,蔡寅寅
1870,段城江,黄亚平
1871,段城江,张茜
1872,黄亚平,张茜
1873,岳隽,戴小平
1874,岳隽,赖伟胜
1875,岳隽,罗超英
1876,岳隽,仝兆远
1877,戴小平,赖伟胜
1878,戴小平,罗超英
1879,戴小平,仝兆远
1880,赖伟胜,罗超英
1881,赖伟胜,仝兆远
1882,罗超英,仝兆远
1883,郭旭,赵琪龙
1884,郭旭,李广斌
1885,赵琪龙,李广斌
1886,戚冬瑾,周剑云
1887,谭立峰,刘文斌
1888,周游,周剑云
1889,刘垚,田银生
1890,刘垚,周可斌
1891,田银生,周可斌
1892,贾莉,闫小培
1893,王纪武,金一
1894,王纪武,李王鸣
1895,金一,李王鸣
1896,刘玮,胡纹
1897,陈宏胜,李志刚
1898,孙秀丽,马春东
1899,孙秀丽,唐建
1900,马春东,唐建
1901,刘泉,张震宇
1902,袁奇峰,钱天乐
1903,袁奇峰,郭炎
1904,钱天乐,郭炎
1905,周政旭,封基铖
1906,许乙青,孙瑶
1907,许乙青,邵亦文
1908,孙瑶,邵亦文
1909,吴敏,吴晓勤
1910,吴昊,彭正洪
1911,丁亮,钮心毅
1912,丁亮,宋小冬
1913,钮心毅,宋小冬
1914,丁琳,翟国方
1915,丁琳,李莎莎
1916,翟国方,李莎莎
1917,侯丽,王宜兵
1918,张纯,吕斌
1919,张纯,郑童
1920,吕斌,郑童
1921,杨俊宴,史北祥
1922,罗吉,黄亚平
1923,罗吉,彭翀
1924,罗吉,刘法堂
1925,黄亚平,彭翀
1926,黄亚平,刘法堂
1927,彭翀,刘法堂
1928,高源,马晓甦
1929,高源,孙世界
1930,马晓甦,孙世界
1931,魏宗财,陈婷婷
1932,魏宗财,李郇
1933,魏宗财,钱前
1934,陈婷婷,李郇
1935,陈婷婷,钱前
1936,李郇,钱前
1937,杨保军,陈鹏
1938,钟少颖,陈锐
1939,钟少颖,杨鑫
1940,陈锐,杨鑫
1941,王芳,高晓路
1942,武前波,陈前虎
1943,颜文涛,萧敬豪
1944,潘鑫,魏旭红
1945,潘鑫,王颖
1946,魏旭红,王颖
1947,高军,裴春光
1948,高军,刘宾
1949,高军,潘丽珍
1950,裴春光,刘宾
1951,裴春光,潘丽珍
1952,刘宾,潘丽珍
1953,王缉宪,刘倩
1954,姜博,初楠臣
1955,杨春侠,耿慧志
1956,杨春侠,周华
1957,耿慧志,周华
1958,江捷,邵源
1959,江捷,宋家骅
1960,邵源,宋家骅
1961,史宜,杨俊宴
1962,赵美风,刘盛和
1963,赵美风,戚伟
1964,刘盛和,戚伟
1965,张京祥,赵伟
1966,陈煜,孙慧
1967,陈楠,陈可石
1968,陈楠,李欣珏
1969,陈可石,李欣珏
1970,叶祖达,耿宏兵
1971,贾兴梅,刘俊杰
1972,贾兴梅,贾伟
1973,刘俊杰,贾伟
1974,孙建欣,林永新
1975,王侠,陈晓键
1976,王侠,焦健
1977,陈晓键,焦健
1978,杨国霞,沈山
1979,杨国霞,孙一飞
1980,沈山,孙一飞
1981,耿慧志,张锦荣
1982,王春,张京祥
1983,王春,郑德高
1984,王春,王慧芳
1985,王春,王兴平
1986,王春,彭瑶玲
1987,王春,王引
1988,王春,马向明
1989,王春,黄富民
1990,王春,唐凯
1991,王春,袁锦富
1992,张京祥,郑德高
1993,张京祥,王慧芳
1994,张京祥,王兴平
1995,张京祥,彭瑶玲
1996,张京祥,王引
1997,张京祥,马向明
1998,张京祥,黄富民
1999,张京祥,唐凯
2000,张京祥,袁锦富
2001,郑德高,王慧芳
2002,郑德高,王兴平
2003,郑德高,彭瑶玲
2004,郑德高,王引
2005,郑德高,马向明
2006,郑德高,黄富民
2007,郑德高,唐凯
2008,郑德高,袁锦富
2009,王慧芳,王兴平
2010,王慧芳,彭瑶玲
2011,王慧芳,王引
2012,王慧芳,马向明
2013,王慧芳,黄富民
2014,王慧芳,唐凯
2015,王慧芳,袁锦富
2016,王兴平,彭瑶玲
2017,王兴平,王引
2018,王兴平,马向明
2019,王兴平,黄富民
2020,王兴平,唐凯
2021,王兴平,袁锦富
2022,彭瑶玲,王引
2023,彭瑶玲,马向明
2024,彭瑶玲,黄富民
2025,彭瑶玲,唐凯
2026,彭瑶玲,袁锦富
2027,王引,马向明
2028,王引,黄富民
2029,王引,唐凯
2030,王引,袁锦富
2031,马向明,黄富民
2032,马向明,唐凯
2033,马向明,袁锦富
2034,黄富民,唐凯
2035,黄富民,袁锦富
2036,唐凯,袁锦富
2037,翟国方,崔功豪
2038,翟国方,谢映霞
2039,翟国方,黄富民
2040,翟国方,沈迟
2041,翟国方,汤放华
2042,翟国方,王培茗
2043,翟国方,王德
2044,翟国方,赵志庆
2045,翟国方,易晓峰
2046,崔功豪,谢映霞
2047,崔功豪,黄富民
2048,崔功豪,沈迟
2049,崔功豪,汤放华
2050,崔功豪,王培茗
2051,崔功豪,王德
2052,崔功豪,赵志庆
2053,崔功豪,易晓峰
2054,谢映霞,黄富民
2055,谢映霞,沈迟
2056,谢映霞,汤放华
2057,谢映霞,王培茗
2058,谢映霞,王德
2059,谢映霞,赵志庆
2060,谢映霞,易晓峰
2061,黄富民,沈迟
2062,黄富民,汤放华
2063,黄富民,王培茗
2064,黄富民,王德
2065,黄富民,赵志庆
2066,黄富民,易晓峰
2067,沈迟,汤放华
2068,沈迟,王培茗
2069,沈迟,王德
2070,沈迟,赵志庆
2071,沈迟,易晓峰
2072,汤放华,王培茗
2073,汤放华,王德
2074,汤放华,赵志庆
2075,汤放华,易晓峰
2076,王培茗,王德
2077,王培茗,赵志庆
2078,王培茗,易晓峰
2079,王德,赵志庆
2080,王德,易晓峰
2081,赵志庆,易晓峰
2082,彭震伟,陆嘉
2083,赵民,高捷
2084,诸大建,黄晓芬
2085,王潇,李宽
2086,邢忠,黄光宇
2087,邢忠,颜文涛
2088,黄光宇,颜文涛
2089,康艳红,张京祥
2090,唐子来,李新阳
2091,吴志强,史舸
2092,姚秀利,王红扬
2093,吴未,黄贤金
2094,吴未,刘坚
2095,吴未,林炳耀
2096,黄贤金,刘坚
2097,黄贤金,林炳耀
2098,刘坚,林炳耀
2099,张浪,尼克·诺森
2100,张浪,戴军
2101,张浪,丁学军
2102,尼克·诺森,戴军
2103,尼克·诺森,丁学军
2104,戴军,丁学军
2105,琚胜利,陆林
2106,琚胜利,杨效忠
2107,琚胜利,朱桃杏
2108,陆林,杨效忠
2109,陆林,朱桃杏
2110,杨效忠,朱桃杏
2111,谭启宇,王仰麟
2112,谭启宇,赵苑
2113,谭启宇,彭建
2114,谭启宇,蔡玉梅
2115,王仰麟,赵苑
2116,王仰麟,彭建
2117,王仰麟,蔡玉梅
2118,赵苑,彭建
2119,赵苑,蔡玉梅
2120,彭建,蔡玉梅
2121,于涛方,吴志强
2122,宣莹,陈定荣
2123,王伟年,张平宇
2124,陈建华,袁奇峰
2125,陈建华,易晓峰
2126,袁奇峰,易晓峰
2127,沈清基,吴斐琼
2128,张浪,尼克·诺森
2129,张浪,朱胜萱
2130,张浪,于志远
2131,张浪,王磊
2132,尼克·诺森,朱胜萱
2133,尼克·诺森,于志远
2134,尼克·诺森,王磊
2135,朱胜萱,于志远
2136,朱胜萱,王磊
2137,于志远,王磊
2138,李京生,马鹏
2139,魏立华,李志刚
2140,杨华文,蔡晓丰
2141,黄建中,蔡军
2142,李静,吴人韦
2143,李静,吴成
2144,李静,王铁飞
2145,李静,江琦
2146,李静,胡艳
2147,吴人韦,吴成
2148,吴人韦,王铁飞
2149,吴人韦,江琦
2150,吴人韦,胡艳
2151,吴成,王铁飞
2152,吴成,江琦
2153,吴成,胡艳
2154,王铁飞,江琦
2155,王铁飞,胡艳
2156,江琦,胡艳
2157,吴志强,李华
2158,陈秉钊,刘婷婷
2159,陈秉钊,范军勇
2160,陈秉钊,彭坤焘
2161,刘婷婷,范军勇
2162,刘婷婷,彭坤焘
